,fname,pix_class
33482,image68395,5
33483,image2607,11
33484,image18316,1
33485,image78194,2
33486,image25867,17
33487,image46016,8
33488,image54477,13
33489,image77267,9
33490,image29167,10
33491,image51251,16
33492,image43630,16
33493,image44478,8
33494,image74303,2
33495,image66762,5
33496,image38462,1
33497,image52335,7
33498,image49872,1
33499,image69491,5
33500,image8845,5
33501,image63144,1
33502,image18881,15
33503,image57513,1
33504,image45172,7
33505,image67268,0
33506,image75609,1
33507,image37791,1
33508,image55373,17
33509,image14818,16
33510,image27590,13
33511,image77069,11
33512,image79690,1
33513,image68802,3
33514,image19412,1
33515,image50555,2
33516,image21945,0
33517,image18118,17
33518,image46218,16
33519,image6725,8
33520,image62536,0
33521,image56161,8
33522,image44500,2
33523,image35910,8
33524,image24782,4
33525,image67310,0
33526,image25288,4
33527,image39010,13
33528,image41326,2
33529,image53747,4
33530,image59292,0
33531,image43546,15
33532,image51127,13
33533,image29211,12
33534,image32956,17
33535,image17393,2
33536,image14960,13
33537,image35089,17
33538,image77111,16
33539,image65570,3
33540,image46360,9
33541,image45993,15
33542,image34583,12
33543,image18060,16
33544,image48599,4
33545,image2571,4
33546,image29379,13
33547,image55363,12
33548,image56990,1
33549,image77079,0
33550,image27580,1
33551,image54669,16
33552,image64112,1
33553,image18108,4
33554,image40744,16
33555,image38472,0
33556,image49862,2
33557,image44468,12
33558,image14191,0
33559,image35878,5
33560,image4155,12
33561,image45162,0
33562,image57503,12
33563,image37781,2
33564,image75619,11
33565,image67278,1
33566,image69481,16
33567,image18891,16
33568,image71535,4
33569,image63154,12
33570,image14970,15
33571,image65560,16
33572,image7347,1
33573,image35099,16
33574,image43556,5
33575,image16689,3
33576,image44510,16
33577,image35900,8
33578,image24792,12
33579,image58788,17
33580,image62526,16
33581,image41336,4
33582,image39000,6
33583,image5527,5
33584,image75761,13
33585,image23970,1
33586,image52560,13
33587,image38237,0
33588,image74556,8
33589,image45727,5
33590,image57346,11
33591,image72983,16
33592,image71370,3
33593,image1136,0
33594,image73510,16
33595,image61171,2
33596,image43,13
33597,image31488,3
33598,image19247,3
33599,image24936,15
33600,image47147,7
33601,image55526,12
33602,image6170,11
33603,image76336,5
33604,image30182,16
33605,image28036,17
33606,image50300,12
33607,image42761,2
33608,image8789,12
33609,image23808,4
33610,image79824,1
33611,image33390,9
33612,image39645,16
33613,image5362,5
33614,image16955,3
33615,image65325,4
33616,image58854,16
33617,image23191,2
33618,image29444,16
33619,image2324,13
33620,image11913,4
33621,image50278,2
33622,image46535,4
33623,image54154,16
33624,image19257,1
33625,image61161,9
33626,image73500,0
33627,image9293,17
33628,image13782,12
33629,image30192,0
33630,image50310,17
33631,image12288,1
33632,image392,7
33633,image76326,8
33634,image64747,8
33635,image74546,11
33636,image4700,0
33637,image38227,4
33638,image40111,17
33639,image52570,15
33640,image72993,5
33641,image1126,0
33642,image71360,16
33643,image57356,12
33644,image23181,4
33645,image73478,0
33646,image58844,17
33647,image61019,12
33648,image43303,3
33649,image77754,3
33650,image37935,1
33651,image6018,16
33652,image46525,13
33653,image18625,16
33654,image2334,3
33655,image72172,4
33656,image11903,17
33657,image61980,5
33658,image62373,16
33659,image40069,7
33660,image4678,4
33661,image80483,7
33662,image6981,5
33663,image75134,1
33664,image67555,10
33665,image5372,4
33666,image81189,1
33667,image30973,2
33668,image39655,1
33669,image54951,4
33670,image25541,17
33671,image11116,8
33672,image71394,1
33673,image72967,8
33674,image32706,11
33675,image20367,1
33676,image58051,1
33677,image75921,9
33678,image53917,3
33679,image48250,8
33680,image13776,17
33681,image9267,17
33682,image79021,12
33683,image61195,17
33684,image35740,3
33685,image41597,5
33686,image30987,1
33687,image54829,14
33688,image5386,16
33689,image6975,3
33690,image36552,17
33691,image68652,12
33692,image10564,0
33693,image62387,12
33694,image61974,12
33695,image8615,9
33696,image72186,1
33697,image1933,4
33698,image48328,4
33699,image16028,1
33700,image75859,2
33701,image26753,13
33702,image34332,16
33703,image79159,11
33704,image40904,1
33705,image31514,1
33706,image42795,0
33707,image22517,1
33708,image30176,8
33709,image16140,1
33710,image75931,14
33711,image79031,0
33712,image11106,0
33713,image69230,16
33714,image72977,0
33715,image37130,5
33716,image14720,11
33717,image52594,16
33718,image23984,4
33719,image8605,3
33720,image72196,2
33721,image1923,15
33722,image40914,8
33723,image51786,8
33724,image49632,1
33725,image27249,2
33726,image15352,12
33727,image54839,0
33728,image6965,1
33729,image28823,3
33730,image69348,8
33731,image41587,12
33732,image21705,0
33733,image33364,5
33734,image68642,11
33735,image62397,16
33736,image61964,4
33737,image58139,8
33738,image80467,3
33739,image47952,17
33740,image36542,15
33741,image1787,16
33742,image21038,8
33743,image11743,14
33744,image37775,12
33745,image25314,8
33746,image77914,16
33747,image14165,12
33748,image49896,5
33749,image38486,16
33750,image51922,13
33751,image30733,4
33752,image63839,16
33753,image8138,2
33754,image39815,17
33755,image12429,12
33756,image533,15
33757,image76587,5
33758,image16705,16
33759,image35115,2
33760,image4838,0
33761,image55397,2
33762,image31239,17
33763,image23658,1
33764,image70952,4
33765,image9432,15
33766,image13123,1
33767,image75795,0
33768,image15517,17
33769,image59276,12
33770,image33521,16
33771,image42931,17
33772,image3906,0
33773,image10331,5
33774,image36307,3
33775,image56185,16
33776,image45977,16
33777,image2595,9
33778,image78206,16
33779,image31341,12
33780,image49077,16
33781,image65594,8
33782,image4940,13
33783,image17377,16
33784,image76597,5
33785,image63829,0
33786,image30723,5
33787,image22342,0
33788,image12439,5
33789,image70942,8
33790,image27564,16
33791,image56974,3
33792,image25304,13
33793,image21028,1
33794,image18875,15
33795,image1797,4
33796,image42859,4
33797,image11753,0
33798,image32143,8
33799,image20522,12
33800,image58614,14
33801,image51932,5
33802,image10259,4
33803,image38496,3
33804,image77904,0
33805,image14175,3
33806,image63951,16
33807,image8050,5
33808,image78216,1
33809,image26116,1
33810,image34577,5
33811,image45967,13
33812,image14994,8
33813,image49067,17
33814,image31351,17
33815,image33531,11
33816,image21150,2
33817,image75785,1
33818,image64917,3
33819,image3916,16
33820,image68017,0
33821,image10321,0
33822,image47490,5
33823,image17169,4
33824,image36880,9
33825,image27612,1
33826,image74918,13
33827,image13245,2
33828,image49269,16
33829,image3281,4
33830,image22034,2
33831,image48763,17
33832,image34779,15
33833,image67873,0
33834,image7834,16
33835,image74081,13
33836,image29972,13
33837,image68219,2
33838,image58562,11
33839,image20654,16
33840,image32235,1
33841,image11425,7
33842,image69713,12
33843,image78981,2
33844,image60835,10
33845,image15709,5
33846,image57691,5
33847,image46803,17
33848,image37413,4
33849,image52856,11
33850,image29193,1
33851,image31027,2
33852,image55189,3
33853,image77293,17
33854,image54483,3
33855,image25893,1
33856,image26260,1
33857,image78160,13
33858,image28499,0
33859,image59889,1
33860,image17988,17
33861,image80144,11
33862,image44682,1
33863,image66598,13
33864,image36061,16
33865,image24400,16
33866,image15671,13
33867,image67092,2
33868,image59110,8
33869,image21226,1
33870,image29962,7
33871,image20644,0
33872,image58572,7
33873,image14213,17
33874,image36109,9
33875,image7824,2
33876,image74091,12
33877,image57681,1
33878,image46813,3
33879,image15719,16
33880,image37403,11
33881,image69703,16
33882,image78991,9
33883,image9744,4
33884,image3291,13
33885,image19780,7
33886,image47480,17
33887,image74908,19
33888,image35263,3
33889,image16473,13
33890,image34769,4
33891,image26308,5
33892,image645,13
33893,image41855,4
33894,image30445,0
33895,image22024,7
33896,image44692,0
33897,image24410,8
33898,image36071,1
33899,image39382,16
33900,image21236,15
33901,image1589,0
33902,image45398,10
33903,image67082,12
33904,image17001,1
33905,image29183,7
33906,image52846,16
33907,image31037,0
33908,image12627,15
33909,image28489,4
33910,image8336,11
33911,image54493,9
33912,image26270,5
33913,image34611,1
33914,image20998,16
33915,image9101,17
33916,image79347,1
33917,image51588,16
33918,image27047,0
33919,image35426,11
33920,image16236,0
33921,image72398,11
33922,image30200,16
33923,image22661,13
33924,image50082,1
33925,image32460,7
33926,image40283,5
33927,image43870,11
33928,image4492,3
33929,image80669,2
33930,image25627,11
33931,image37246,2
33932,image5198,13
33933,image63493,2
33934,image69146,4
33935,image11270,4
33936,image7680,16
33937,image17644,12
33938,image62978,8
33939,image31672,2
33940,image13568,1
33941,image43091,7
33942,image9079,15
33943,image71813,1
33944,image12062,8
33945,image5979,12
33946,image26435,15
33947,image57825,11
33948,image36634,4
33949,image80711,9
33950,image20179,9
33951,image70480,13
33952,image43908,5
33953,image68534,1
33954,image10602,16
33955,image21473,0
33956,image53290,8
33957,image50863,4
33958,image11308,16
33959,image15024,1
33960,image80679,5
33961,image62189,8
33962,image58327,17
33963,image20011,1
33964,image9888,16
33965,image40293,16
33966,image43860,1
33967,image63483,4
33968,image12893,0
33969,image37256,4
33970,image989,1
33971,image81373,5
33972,image27057,3
33973,image44826,7
33974,image73682,8
33975,image9111,9
33976,image13400,5
33977,image22671,1
33978,image72388,4
33979,image48126,11
33980,image50092,16
33981,image5811,15
33982,image70490,5
33983,image19934,2
33984,image32508,12
33985,image20169,4
33986,image68524,1
33987,image36624,10
33988,image24245,17
33989,image15034,5
33990,image21463,13
33991,image33002,1
33992,image11318,4
33993,image50873,12
33994,image23203,8
33995,image31662,3
33996,image62968,16
33997,image49554,1
33998,image9069,4
33999,image13578,0
34000,image38944,11
34001,image7690,8
34002,image17654,4
34003,image57835,0
34004,image22709,8
34005,image60691,0
34006,image78725,6
34007,image8563,5
34008,image12072,9
34009,image53504,13
34010,image33786,11
34011,image45249,8
34012,image67153,2
34013,image17849,17
34014,image80085,12
34015,image56322,9
34016,image44743,13
34017,image66459,13
34018,image74038,12
34019,image62775,1
34020,image70314,12
34021,image28558,13
34022,image18223,12
34023,image2732,0
34024,image46123,11
34025,image25952,1
34026,image76658,4
34027,image47429,2
34028,image55048,1
34029,image36839,15
34030,image77352,1
34031,image7114,7
34032,image65733,12
34033,image51364,11
34034,image52997,16
34035,image19729,8
34036,image23587,16
34037,image3238,11
34038,image57750,3
34039,image45331,15
34040,image78840,10
34041,image1520,4
34042,image38621,16
34043,image52176,3
34044,image74140,0
34045,image4306,8
34046,image66521,13
34047,image794,1
34048,image76720,5
34049,image64341,13
34050,image30594,8
34051,image19651,9
34052,image47551,2
34053,image80864,16
34054,image36941,8
34055,image46133,13
34056,image76648,15
34057,image2722,0
34058,image18233,12
34059,image51374,4
34060,image52987,3
34061,image3228,12
34062,image55058,16
34063,image7104,16
34064,image65723,11
34065,image77342,8
34066,image45259,0
34067,image5764,4
34068,image67143,13
34069,image75522,17
34070,image78928,9
34071,image33796,4
34072,image10186,9
34073,image44753,11
34074,image80095,3
34075,image74028,12
34076,image66449,15
34077,image28430,13
34078,image42367,4
34079,image30584,2
34080,image6576,8
34081,image64351,4
34082,image47541,17
34083,image55120,4
34084,image36951,17
34085,image10967,12
34086,image73116,2
34087,image61577,11
34088,image19641,17
34089,image78850,16
34090,image1530,4
34091,image63317,2
34092,image17921,8
34093,image4316,3
34094,image74150,5
34095,image40507,8
34096,image38631,3
34097,image920,12
34098,image76994,5
34099,image5121,13
34100,image67706,3
34101,image48816,13
34102,image53351,3
34103,image39406,1
34104,image70541,7
34105,image62120,11
34106,image9821,1
34107,image27967,13
34108,image34195,17
34109,image72321,17
34110,image18476,8
34111,image69866,16
34112,image49485,11
34113,image38895,4
34114,image43150,17
34115,image65166,4
34116,image77507,0
34117,image17785,3
34118,image2986,11
34119,image71133,1
34120,image1375,0
34121,image12942,4
34122,image37387,12
34123,image45564,4
34124,image65987,11
34125,image4553,7
34126,image74715,16
34127,image14597,3
34128,image70439,16
34129,image40342,12
34130,image38074,16
34131,image72259,16
34132,image28275,4
34133,image50143,16
34134,image42522,0
34135,image76175,4
34136,image15904,6
34137,image7639,16
34138,image27186,17
34139,image55765,0
34140,image73753,1
34141,image19004,9
34142,image18466,16
34143,image2177,4
34144,image60750,0
34145,image72331,2
34146,image69876,1
34147,image54307,8
34148,image46766,4
34149,image77517,9
34150,image7751,5
34151,image65176,13
34152,image17795,2
34153,image20931,0
34154,image51521,1
34155,image29617,1
34156,image38885,0
34157,image48806,0
34158,image59694,0
34159,image39416,9
34160,image41720,13
34161,image53341,1
34162,image75377,12
34163,image5131,1
34164,image67716,16
34165,image930,17
34166,image27977,4
34167,image76165,12
34168,image6323,1
34169,image64504,12
34170,image15914,4
34171,image33922,15
34172,image42532,2
34173,image61322,7
34174,image73743,2
34175,image51459,4
34176,image43038,4
34177,image27196,4
34178,image55775,15
34179,image5049,5
34180,image37397,11
34181,image848,16
34182,image57115,4
34183,image2996,10
34184,image63542,4
34185,image71123,4
34186,image69097,3
34187,image53239,5
34188,image41658,0
34189,image29561,13
34190,image58971,16
34191,image65200,12
34192,image77661,11
34193,image27398,13
34194,image46410,17
34195,image54071,1
34196,image75998,1
34197,image26692,12
34198,image37800,4
34199,image11836,16
34200,image78592,0
34201,image2201,1
34202,image18710,11
34203,image79901,15
34204,image62246,0
34205,image44270,4
34206,image16870,8
34207,image37199,11
34208,image5247,13
34209,image67460,8
34210,image75001,17
34211,image69299,16
34212,image53037,2
34213,image41456,12
34214,image39760,8
34215,image73435,17
34216,image3673,1
34217,image61054,5
34218,image19362,3
34219,image28113,1
34220,image42644,4
34221,image2379,9
34222,image18668,12
34223,image16091,9
34224,image46568,3
34225,image76213,12
34226,image56769,0
34227,image4635,13
34228,image74473,16
34229,image52445,2
34230,image40024,0
34231,image38312,0
34232,image58190,8
34233,image1013,1
34234,image63634,1
34235,image54890,13
34236,image45602,0
34237,image57263,17
34238,image75179,4
34239,image14799,7
34240,image47893,16
34241,image56601,1
34242,image44260,6
34243,image68783,11
34244,image69289,5
34245,image41446,8
34246,image53027,14
34247,image30856,17
34248,image16860,11
34249,image15293,9
34250,image75011,4
34251,image5257,0
34252,image27388,5
34253,image77671,1
34254,image65210,4
34255,image43226,7
34256,image51647,0
34257,image29571,12
34258,image58961,5
34259,image78582,1
